date,Volume,VWAP,Open,Close,High,Low,Trades,SMA_20,SMA_50,SMA_100
2024-09-03,477155100.0,110.333,116.01,108.0,116.21,107.29,3649473,118.3875,119.69779999999999,110.34065000000001
2024-09-04,372470291.0,107.3034,105.41,106.21,113.27,104.12,2584044,118.4855,119.4598,110.49659
2024-09-05,306850696.0,107.4052,104.985,107.21,109.65,104.76,2073881,118.9005,119.0822,110.68683000000001
2024-09-06,413638098.0,103.3673,108.04,102.83,108.15,100.95,2872335,118.7935,118.6108,110.85512
2024-09-09,273912015.0,105.437,104.88,106.47,106.55,103.69,1698023,118.87950000000001,118.26039999999999,111.04566999999999
2024-09-10,268283736.0,107.054,107.81,108.1,109.4,104.95,1661102,118.8335,117.9516,111.28631999999999
2024-09-11,441422370.0,112.5857,109.39,116.91,117.19,107.42,2694547,118.872,117.80380000000001,111.60871000000002
2024-09-12,367100496.0,118.9042,116.84,119.14,120.79,115.38,2375991,118.925,117.7332,112.03811
2024-09-13,238358328.0,119.0008,119.08,119.1,119.955,117.6,1515679,118.73700000000001,117.5496,112.43393
2024-09-16,248772308.0,116.5465,116.79,116.78,118.18,114.36,1550527,118.34700000000001,117.36859999999999,112.7775
2024-09-17,231925876.0,116.5478,118.17,115.59,118.8,114.83,1475546,117.62650000000001,117.1164,113.13663000000001
2024-09-18,310318937.0,115.0218,115.89,113.37,117.7,113.22,1857175,116.9325,116.75619999999999,113.44400999999999
2024-09-19,293506438.0,118.5264,117.35,117.87,119.66,117.25,1829283,116.401,116.41539999999999,113.74536
2024-09-20,382462428.0,116.4068,117.06,116.0,118.6181,115.3901,1540990,116.01399999999998,116.1874,114.02779000000001
2024-09-23,206228490.0,115.999,116.55,116.26,116.99,114.86,1275979,115.3585,115.92779999999999,114.32637000000001
2024-09-24,354966772.0,119.6131,116.515,120.87,121.8,115.38,1971981,115.079,115.7764,114.70466
2024-09-25,284692948.0,123.5712,122.02,123.51,124.94,121.61,1733184,114.8395,115.71940000000001,115.08158999999999
2024-09-26,302582868.0,124.5573,126.8,124.04,127.665,121.8,1833058,114.76100000000001,115.84039999999999,115.43410000000002
2024-09-27,271009175.0,121.1492,123.97,121.4,124.03,119.26,1770388,114.95150000000001,115.84660000000002,115.7267
2024-09-30,227053651.0,120.3433,118.31,121.44,121.5,118.15,1416476,115.05500000000002,115.91680000000001,116.03556
2024-10-01,302094485.0,117.8678,121.765,117.0,122.4351,115.79,2009326,115.50500000000002,115.786,116.30144
2024-10-02,221845887.0,118.227,116.44,118.85,119.38,115.14,1327167,116.13700000000001,115.7112,116.60247
2024-10-03,277117973.0,122.6236,120.92,122.85,124.36,120.3401,1713953,116.91900000000001,115.8832,116.93218999999999
2024-10-04,244465552.0,123.9913,124.94,124.92,125.04,121.83,1511342,118.02350000000001,116.13600000000001,117.2774
2024-10-07,346250233.0,128.1375,124.99,127.72,130.64,124.95,2250022,119.08599999999998,116.4292,117.64103999999999
2024-10-08,285722485.0,131.9217,130.26,132.89,133.48,129.42,1852695,120.32549999999999,116.85519999999998,118.02364000000001
2024-10-09,246191612.0,132.761,134.11,132.65,134.52,131.38,1577938,121.1125,117.43360000000001,118.40655000000001
2024-10-10,242311337.0,133.9104,131.91,134.81,135.0,131.0,1536673,121.896,117.78939999999999,118.82986
2024-10-11,170209474.0,134.8548,134.01,134.8,135.78,133.66,1203774,122.681,118.3012,119.23006000000001
2024-10-14,232347668.0,138.3571,136.47,138.07,139.6,136.3,1590610,123.74550000000002,118.91720000000001,119.65690000000001
2024-10-15,377831021.0,132.4297,137.87,131.6,138.57,128.74,2604627,124.546,119.5402,120.0234
2024-10-16,264879720.0,134.4792,133.98,135.72,136.62,131.58,1616789,125.6635,120.1696,120.34261000000001
2024-10-17,306435921.0,138.9549,139.34,136.93,140.89,136.87,1992541,126.61650000000002,120.93,120.64722
2024-10-18,176090184.0,138.1008,138.665,138.0,138.9,137.28,1081509,127.71650000000002,121.59060000000001,120.88821
2024-10-21,264554514.0,141.4973,138.13,143.71,143.71,138.0,1782070,129.089,122.3698,121.17706
2024-10-22,226311589.0,143.3149,142.91,143.59,144.42,141.78,1502933,130.225,123.06119999999999,121.50796
2024-10-23,285930038.0,139.7034,142.03,139.56,142.43,137.46,1916981,131.02749999999997,123.52960000000002,121.80723
2024-10-24,172354888.0,140.003,140.82,140.41,141.35,138.46,1226518,131.846,123.9762,122.06133000000001
2024-10-25,205122109.0,142.5493,140.93,141.54,144.13,140.8,1410935,132.853,124.3498,122.31236000000001
2024-10-28,173586745.0,141.1529,143.0,140.52,143.14,140.05,1258121,133.807,124.66860000000001,122.49316
2024-10-29,157593634.0,140.9995,140.285,141.25,142.2598,138.9,1163074,135.01950000000002,124.8936,122.69568000000001
2024-10-30,179418082.0,139.3031,139.54,139.335,140.33,136.81,1306261,136.04375,125.1353,122.88015
2024-10-31,270039641.0,133.7021,137.6,132.76,137.61,132.1106,1998937,136.53924999999998,125.22049999999999,122.98985
2024-11-01,207127838.0,136.0156,134.7,135.4,137.31,134.57,1423974,137.06324999999998,125.45370000000001,123.13474999999998
2024-11-04,187528173.0,137.3872,137.21,136.05,138.96,135.57,1369192,137.47975000000002,125.58730000000001,123.24325
2024-11-05,160537373.0,139.3233,137.45,139.91,140.3701,137.33,1158212,137.83075000000002,125.8563,123.34625
2024-11-06,242043945.0,144.6175,142.96,145.61,146.49,141.96,1849169,138.47875000000002,126.2025,123.48355000000001
2024-11-07,207323303.0,148.0286,146.39,148.88,148.93,146.17,1460795,139.18225,126.6679,123.66255
2024-11-08,175665830.0,147.7011,148.77,147.63,149.77,146.26,1367279,139.82375,127.26870000000001,123.78304999999999
